date,consumption
1622523600000,366.7
1622527200000,366.7
1622530800000,366.7
1622534400000,366.7
1622538000000,366.7
1622541600000,366.7
1622545200000,366.7
1622548800000,366.7
1622552400000,366.7
1622556000000,366.7
1622559600000,366.7
1622563200000,366.7
1622566800000,366.7
1622570400000,366.7
1622574000000,366.7
1622577600000,366.7
1622581200000,366.7
1622584800000,366.7
1622588400000,366.7
1622592000000,366.7
1622595600000,366.7
1622599200000,366.7
1622602800000,366.7
1622606400000,366.7
1622610000000,366.7
1622613600000,366.7
1622617200000,366.7
1622620800000,366.7
1622624400000,366.7
1622628000000,366.7
1622631600000,366.7
1622635200000,366.7
1622638800000,366.7
1622642400000,366.7
1622646000000,366.7
1622649600000,366.7
1622653200000,366.7
1622656800000,366.7
1622660400000,366.7
1622664000000,366.7
1622667600000,366.7
1622671200000,366.7
1622674800000,366.7
1622678400000,366.7
1622682000000,366.7
1622685600000,366.7
1622689200000,366.7
1622692800000,366.7
1622696400000,366.7
1622700000000,366.7
1622703600000,366.7
1622707200000,366.7
1622710800000,366.7
1622714400000,366.7
1622718000000,366.7
1622721600000,366.7
1622725200000,366.7
1622728800000,366.7
1622732400000,366.7
1622736000000,366.7
1622739600000,366.7
1622743200000,366.7
1622746800000,366.7
1622750400000,366.7
1622754000000,366.7
1622757600000,366.7
1622761200000,366.7
1622764800000,366.7
1622768400000,366.7
1622772000000,366.7
1622775600000,366.7
1622779200000,366.7
1622782800000,366.7
1622786400000,366.7
1622790000000,366.7
1622793600000,366.7
1622797200000,366.7
1622800800000,366.7
1622804400000,366.7
1622808000000,366.7
1622811600000,366.7
1622815200000,366.7
1622818800000,366.7
1622822400000,366.7
1622826000000,366.7
1622829600000,366.7
1622833200000,366.7
1622836800000,366.7
1622840400000,366.7
1622844000000,366.7
1622847600000,366.7
1622851200000,366.7
1622854800000,366.7
1622858400000,366.7
1622862000000,366.7
1622865600000,366.7
1622869200000,366.7
1622872800000,366.7
1622876400000,366.7
1622880000000,366.7
1622883600000,366.7
1622887200000,366.7
1622890800000,366.7
1622894400000,366.7
1622898000000,366.7
1622901600000,366.7
1622905200000,366.7
1622908800000,366.7
1622912400000,366.7
1622916000000,366.7
1622919600000,366.7
1622923200000,366.7
1622926800000,366.7
1622930400000,366.7
1622934000000,366.7
1622937600000,366.7
1622941200000,366.7
1622944800000,366.7
1622948400000,366.7
1622952000000,366.7
1622955600000,366.7
1622959200000,366.7
1622962800000,366.7
1622966400000,366.7
1622970000000,366.7
1622973600000,366.7
1622977200000,366.7
1622980800000,366.7
1622984400000,366.7
1622988000000,366.7
1622991600000,366.7
1622995200000,366.7
1622998800000,366.7
1623002400000,366.7
1623006000000,366.7
1623009600000,366.7
1623013200000,366.7
1623016800000,366.7
1623020400000,366.7
1623024000000,366.7
1623027600000,366.7
1623031200000,366.7
1623034800000,366.7
1623038400000,366.7
1623042000000,366.7
1623045600000,366.7
1623049200000,366.7
1623052800000,366.7
1623056400000,366.7
1623060000000,366.7
1623063600000,366.7
1623067200000,366.7
1623070800000,366.7
1623074400000,366.7
1623078000000,366.7
1623081600000,366.7
1623085200000,366.7
1623088800000,366.7
1623092400000,366.7
1623096000000,366.7
1623099600000,366.7
1623103200000,366.7
1623106800000,366.7
1623110400000,366.7
1623114000000,366.7
1623117600000,366.7
1623121200000,366.7
1623124800000,366.7
1623128400000,366.7
1623132000000,366.7
1623135600000,366.7
1623139200000,366.7
1623142800000,366.7
1623146400000,366.7
1623150000000,366.7
1623153600000,366.7
1623157200000,366.7
1623160800000,366.7
1623164400000,366.7
1623168000000,366.7
1623171600000,366.7
1623175200000,366.7
1623178800000,366.7
1623182400000,366.7
1623186000000,366.7
1623189600000,366.7
1623193200000,366.7
1623196800000,366.7
1623200400000,366.7
1623204000000,366.7
1623207600000,366.7
1623211200000,366.7
1623214800000,366.7
1623218400000,366.7
1623222000000,366.7
1623225600000,366.7
1623229200000,366.7
1623232800000,366.7
1623236400000,366.7
1623240000000,366.7
1623243600000,366.7
1623247200000,366.7
1623250800000,366.7
1623254400000,366.7
1623258000000,366.7
1623261600000,366.7
1623265200000,366.7
1623268800000,366.7
1623272400000,366.7
1623276000000,366.7
1623279600000,366.7
1623283200000,366.7
1623286800000,366.7
1623290400000,366.7
1623294000000,366.7
1623297600000,366.7
1623301200000,366.7
1623304800000,366.7
1623308400000,366.7
1623312000000,366.7
1623315600000,366.7
1623319200000,366.7
1623322800000,366.7
1623326400000,366.7
1623330000000,366.7
1623333600000,366.7
1623337200000,366.7
1623340800000,366.7
1623344400000,366.7
1623348000000,366.7
1623351600000,366.7
1623355200000,366.7
1623358800000,366.7
1623362400000,366.7
1623366000000,366.7
1623369600000,366.7
1623373200000,366.7
1623376800000,366.7
1623380400000,366.7
1623384000000,366.7
1623387600000,366.7
1623391200000,366.7
1623394800000,366.7
1623398400000,366.7
1623402000000,366.7
1623405600000,366.7
1623409200000,366.7
1623412800000,366.7
1623416400000,366.7
1623420000000,366.7
1623423600000,366.7
1623427200000,366.7
1623430800000,366.7
1623434400000,366.7
1623438000000,366.7
1623441600000,366.7
1623445200000,366.7
1623448800000,366.7
1623452400000,366.7
1623456000000,366.7
1623459600000,366.7
1623463200000,366.7
1623466800000,366.7
1623470400000,366.7
1623474000000,366.7
1623477600000,366.7
1623481200000,366.7
1623484800000,366.7
1623488400000,366.7
1623492000000,366.7
1623495600000,366.7
1623499200000,366.7
1623502800000,366.7
1623506400000,366.7
1623510000000,366.7
1623513600000,366.7
1623517200000,366.7
1623520800000,366.7
1623524400000,366.7
1623528000000,366.7
1623531600000,366.7
1623535200000,366.7
1623538800000,366.7
1623542400000,366.7
1623546000000,366.7
1623549600000,366.7
1623553200000,366.7
1623556800000,366.7
1623560400000,366.7
1623564000000,366.7
1623567600000,366.7
1623571200000,366.7
1623574800000,366.7
1623578400000,366.7
1623582000000,366.7
1623585600000,366.7
1623589200000,366.7
1623592800000,366.7
1623596400000,366.7
1623600000000,366.7
1623603600000,366.7
1623607200000,366.7
1623610800000,366.7
1623614400000,366.7
1623618000000,366.7
1623621600000,366.7
1623625200000,366.7
1623628800000,366.7
1623632400000,366.7
1623636000000,366.7
