date,consumption
1619845200000,70
1619848800000,74
1619852400000,84
1619856000000,7
1619859600000,78
1619863200000,18
1619866800000,100
1619870400000,63
1619874000000,2
1619877600000,20
1619881200000,71
1619884800000,65
1619888400000,15
1619892000000,13
1619895600000,39
1619899200000,87
1619902800000,67
1619906400000,76
1619910000000,65
1619913600000,18
1619917200000,12
1619920800000,24
1619924400000,6
1619928000000,94
1619931600000,29
1619935200000,61
1619938800000,79
1619942400000,91
1619946000000,88
1619949600000,10
1619953200000,84
1619956800000,45
1619960400000,8
1619964000000,43
1619967600000,14
1619971200000,75
1619974800000,76
1619978400000,11
1619982000000,68
1619985600000,98
1619989200000,22
1619992800000,73
1619996400000,58
1620000000000,8
1620003600000,99
1620007200000,2
1620010800000,15
1620014400000,78
1620018000000,1
1620021600000,57
1620025200000,21
1620028800000,3
1620032400000,53
1620036000000,24
1620039600000,39
1620043200000,25
1620046800000,12
1620050400000,40
1620054000000,53
1620057600000,86
1620061200000,9
1620064800000,49
1620068400000,55
1620072000000,79
1620075600000,5
1620079200000,72
1620082800000,3
1620086400000,30
1620090000000,83
1620093600000,74
1620097200000,83
1620100800000,88
1620104400000,41
1620108000000,74
1620111600000,15
1620115200000,22
1620118800000,85
1620122400000,75
1620126000000,8
1620129600000,39
1620133200000,6
1620136800000,39
1620140400000,84
1620144000000,93
1620147600000,32
1620151200000,68
1620154800000,21
1620158400000,22
1620162000000,79
1620165600000,61
1620169200000,23
1620172800000,10
1620176400000,84
1620180000000,35
1620183600000,60
1620187200000,24
1620190800000,85
1620194400000,5
1620198000000,60
1620201600000,31
1620205200000,90
1620208800000,2
1620212400000,59
1620216000000,8
1620219600000,9
1620223200000,11
1620226800000,92
1620230400000,11
1620234000000,94
1620237600000,97
1620241200000,69
1620244800000,1
1620248400000,4
1620252000000,36
1620255600000,48
1620259200000,22
1620262800000,3
1620266400000,54
1620270000000,39
1620273600000,35
1620277200000,51
1620280800000,1
1620284400000,23
1620288000000,49
1620291600000,54
1620295200000,87
1620298800000,73
1620302400000,64
1620306000000,20
1620309600000,6
1620313200000,53
1620316800000,16
1620320400000,17
1620324000000,57
1620327600000,36
1620331200000,77
1620334800000,96
1620338400000,21
1620342000000,67
1620345600000,48
1620349200000,49
1620352800000,97
1620356400000,64
1620360000000,57
1620363600000,76
1620367200000,56
1620370800000,22
1620374400000,52
1620378000000,57
1620381600000,100
1620385200000,58
1620388800000,56
1620392400000,18
1620396000000,97
1620399600000,47
1620403200000,41
1620406800000,36
1620410400000,22
1620414000000,45
1620417600000,39
1620421200000,18
1620424800000,50
1620428400000,36
1620432000000,95
1620435600000,98
1620439200000,93
1620442800000,7
1620446400000,90
1620450000000,51
1620453600000,27
1620457200000,2
1620460800000,27
1620464400000,91
1620468000000,73
1620471600000,23
1620475200000,1
1620478800000,34
1620482400000,15
1620486000000,71
1620489600000,50
1620493200000,90
1620496800000,44
1620500400000,43
1620504000000,53
1620507600000,36
1620511200000,86
1620514800000,55
1620518400000,18
1620522000000,99
1620525600000,48
1620529200000,9
1620532800000,74
1620536400000,8
1620540000000,90
1620543600000,61
1620547200000,24
1620550800000,60
1620554400000,49
1620558000000,26
1620561600000,93
1620565200000,91
1620568800000,90
1620572400000,87
1620576000000,77
1620579600000,56
1620583200000,3
1620586800000,32
1620590400000,80
1620594000000,78
1620597600000,44
1620601200000,24
1620604800000,2
1620608400000,7
1620612000000,27
1620615600000,84
1620619200000,30
1620622800000,83
1620626400000,44
1620630000000,81
1620633600000,75
1620637200000,29
1620640800000,55
1620644400000,11
1620648000000,3
1620651600000,11
1620655200000,9
1620658800000,5
1620662400000,67
1620666000000,100
1620669600000,4
1620673200000,27
1620676800000,22
1620680400000,38
1620684000000,32
1620687600000,11
1620691200000,85
1620694800000,80
1620698400000,57
1620702000000,60
1620705600000,90
1620709200000,95
1620712800000,15
1620716400000,28
1620720000000,5
1620723600000,84
1620727200000,87
1620730800000,56
1620734400000,12
1620738000000,58
1620741600000,67
1620745200000,20
1620748800000,51
1620752400000,30
1620756000000,29
1620759600000,83
1620763200000,38
1620766800000,17
1620770400000,22
1620774000000,33
1620777600000,99
1620781200000,52
1620784800000,17
1620788400000,47
1620792000000,73
1620795600000,36
1620799200000,39
1620802800000,13
1620806400000,33
1620810000000,41
1620813600000,43
1620817200000,72
1620820800000,11
1620824400000,19
1620828000000,98
1620831600000,66
1620835200000,26
1620838800000,1
1620842400000,81
1620846000000,29
1620849600000,66
1620853200000,62
1620856800000,28
1620860400000,11
1620864000000,29
1620867600000,70
