date,consumption
1622523600000,20
1622527200000,20
1622530800000,20
1622534400000,20
1622538000000,20
1622541600000,20
1622545200000,20
1622548800000,20
1622552400000,20
1622556000000,20
1622559600000,20
1622563200000,20
1622566800000,20
1622570400000,20
1622574000000,20
1622577600000,20
1622581200000,20
1622584800000,20
1622588400000,20
1622592000000,20
1622595600000,20
1622599200000,20
1622602800000,20
1622606400000,20
1622610000000,20
1622613600000,20
1622617200000,20
1622620800000,20
1622624400000,20
1622628000000,20
1622631600000,20
1622635200000,20
1622638800000,20
1622642400000,20
1622646000000,20
1622649600000,20
1622653200000,20
1622656800000,20
1622660400000,20
1622664000000,20
1622667600000,20
1622671200000,20
1622674800000,20
1622678400000,20
1622682000000,20
1622685600000,20
1622689200000,20
1622692800000,20
1622696400000,20
1622700000000,20
1622703600000,20
1622707200000,20
1622710800000,20
1622714400000,20
1622718000000,20
1622721600000,20
1622725200000,20
1622728800000,20
1622732400000,20
1622736000000,20
1622739600000,20
1622743200000,20
1622746800000,20
1622750400000,20
1622754000000,20
1622757600000,20
1622761200000,20
1622764800000,20
1622768400000,20
1622772000000,20
1622775600000,20
1622779200000,20
1622782800000,20
1622786400000,20
1622790000000,20
1622793600000,20
1622797200000,20
1622800800000,20
1622804400000,20
1622808000000,20
1622811600000,20
1622815200000,20
1622818800000,20
1622822400000,20
1622826000000,20
1622829600000,20
1622833200000,20
1622836800000,20
1622840400000,20
1622844000000,20
1622847600000,20
1622851200000,20
1622854800000,20
1622858400000,20
1622862000000,20
1622865600000,20
1622869200000,20
1622872800000,20
1622876400000,20
1622880000000,20
1622883600000,20
1622887200000,20
1622890800000,20
1622894400000,20
1622898000000,20
1622901600000,20
1622905200000,20
1622908800000,20
1622912400000,20
1622916000000,20
1622919600000,20
1622923200000,20
1622926800000,20
1622930400000,20
1622934000000,20
1622937600000,20
1622941200000,20
1622944800000,20
1622948400000,20
1622952000000,20
1622955600000,20
1622959200000,20
1622962800000,20
1622966400000,20
1622970000000,20
1622973600000,20
1622977200000,20
1622980800000,20
1622984400000,20
1622988000000,20
1622991600000,20
1622995200000,20
1622998800000,20
1623002400000,20
1623006000000,20
1623009600000,20
1623013200000,20
1623016800000,20
1623020400000,20
1623024000000,20
1623027600000,20
1623031200000,20
1623034800000,20
1623038400000,20
1623042000000,20
1623045600000,20
1623049200000,20
1623052800000,20
1623056400000,20
1623060000000,20
1623063600000,20
1623067200000,20
1623070800000,20
1623074400000,20
1623078000000,20
1623081600000,20
1623085200000,20
1623088800000,20
1623092400000,20
1623096000000,20
1623099600000,20
1623103200000,20
1623106800000,20
1623110400000,20
1623114000000,20
1623117600000,20
1623121200000,20
1623124800000,20
1623128400000,20
1623132000000,20
1623135600000,20
1623139200000,20
1623142800000,20
1623146400000,20
1623150000000,20
1623153600000,20
1623157200000,20
1623160800000,20
1623164400000,20
1623168000000,20
1623171600000,20
1623175200000,20
1623178800000,20
1623182400000,20
1623186000000,20
1623189600000,20
1623193200000,20
1623196800000,20
1623200400000,20
1623204000000,20
1623207600000,20
1623211200000,20
1623214800000,20
1623218400000,20
1623222000000,20
1623225600000,20
1623229200000,20
1623232800000,20
1623236400000,20
1623240000000,20
1623243600000,20
1623247200000,20
1623250800000,20
1623254400000,20
1623258000000,20
1623261600000,20
1623265200000,20
1623268800000,20
1623272400000,20
1623276000000,20
1623279600000,20
1623283200000,20
1623286800000,20
1623290400000,20
1623294000000,20
1623297600000,20
1623301200000,20
1623304800000,20
1623308400000,20
1623312000000,20
1623315600000,20
1623319200000,20
1623322800000,20
1623326400000,20
1623330000000,20
1623333600000,20
1623337200000,20
1623340800000,20
1623344400000,20
1623348000000,20
1623351600000,20
1623355200000,20
1623358800000,20
1623362400000,20
1623366000000,20
1623369600000,20
1623373200000,20
1623376800000,20
1623380400000,20
1623384000000,20
1623387600000,20
1623391200000,20
1623394800000,20
1623398400000,20
1623402000000,20
1623405600000,20
1623409200000,20
1623412800000,20
1623416400000,20
1623420000000,20
1623423600000,20
1623427200000,20
1623430800000,20
1623434400000,20
1623438000000,20
1623441600000,20
1623445200000,20
1623448800000,20
1623452400000,20
1623456000000,20
1623459600000,20
1623463200000,20
1623466800000,20
1623470400000,20
1623474000000,20
1623477600000,20
1623481200000,20
1623484800000,20
1623488400000,20
1623492000000,20
1623495600000,20
1623499200000,20
1623502800000,20
1623506400000,20
1623510000000,20
1623513600000,20
1623517200000,20
1623520800000,20
1623524400000,20
1623528000000,20
1623531600000,20
1623535200000,20
1623538800000,20
1623542400000,20
1623546000000,20
1623549600000,20
1623553200000,20
1623556800000,20
1623560400000,20
1623564000000,20
1623567600000,20
1623571200000,20
1623574800000,20
1623578400000,20
1623582000000,20
1623585600000,20
1623589200000,20
1623592800000,20
1623596400000,20
1623600000000,20
1623603600000,20
1623607200000,20
1623610800000,20
1623614400000,20
1623618000000,20
1623621600000,20
1623625200000,20
1623628800000,20
1623632400000,20
1623636000000,20
1623639600000,20
1623643200000,20
1623646800000,20
1623650400000,20
1623654000000,20
1623657600000,20
1623661200000,20
1623664800000,20
1623668400000,20
1623672000000,20
1623675600000,20
1623679200000,20
1623682800000,20
1623686400000,20
1623690000000,20
1623693600000,20
1623697200000,20
1623700800000,20
1623704400000,20
1623708000000,20
1623711600000,20
1623715200000,20
1623718800000,20
1623722400000,20
1623726000000,20
1623729600000,20
1623733200000,20
1623736800000,20
1623740400000,20
1623744000000,20
1623747600000,20
1623751200000,20
1623754800000,20
1623758400000,20
1623762000000,20
1623765600000,20
1623769200000,20
1623772800000,20
1623776400000,20
1623780000000,20
1623783600000,20
1623787200000,20
1623790800000,20
1623794400000,20
1623798000000,20
1623801600000,20
1623805200000,20
1623808800000,20
1623812400000,20
1623816000000,20
1623819600000,20
1623823200000,20
1623826800000,20
1623830400000,20
1623834000000,20
1623837600000,20
1623841200000,20
1623844800000,20
1623848400000,20
1623852000000,20
1623855600000,20
1623859200000,20
1623862800000,20
1623866400000,20
1623870000000,20
1623873600000,20
1623877200000,20
1623880800000,20
1623884400000,20
1623888000000,20
1623891600000,20
1623895200000,20
1623898800000,20
1623902400000,20
1623906000000,20
1623909600000,20
1623913200000,20
1623916800000,20
1623920400000,20
1623924000000,20
1623927600000,20
1623931200000,20
1623934800000,20
1623938400000,20
1623942000000,20
1623945600000,20
1623949200000,20
1623952800000,20
1623956400000,20
1623960000000,20
1623963600000,20
1623967200000,20
1623970800000,20
