date,consumption
1619845200000,44
1619848800000,71
1619852400000,32
1619856000000,8
1619859600000,5
1619863200000,74
1619866800000,70
1619870400000,81
1619874000000,82
1619877600000,13
1619881200000,19
1619884800000,86
1619888400000,69
1619892000000,9
1619895600000,55
1619899200000,72
1619902800000,59
1619906400000,97
1619910000000,91
1619913600000,42
1619917200000,43
1619920800000,68
1619924400000,93
1619928000000,78
1619931600000,5
1619935200000,2
1619938800000,61
1619942400000,92
1619946000000,7
1619949600000,33
1619953200000,25
1619956800000,72
1619960400000,57
1619964000000,90
1619967600000,47
1619971200000,52
1619974800000,71
1619978400000,60
1619982000000,58
1619985600000,45
1619989200000,51
1619992800000,61
1619996400000,86
1620000000000,6
1620003600000,36
1620007200000,22
1620010800000,3
1620014400000,94
1620018000000,80
1620021600000,76
1620025200000,88
1620028800000,59
1620032400000,10
1620036000000,80
1620039600000,30
1620043200000,100
1620046800000,87
1620050400000,2
1620054000000,75
1620057600000,94
1620061200000,83
1620064800000,53
1620068400000,77
1620072000000,75
1620075600000,25
1620079200000,97
1620082800000,98
1620086400000,44
1620090000000,98
1620093600000,62
1620097200000,63
1620100800000,95
1620104400000,67
1620108000000,80
1620111600000,84
1620115200000,36
1620118800000,16
1620122400000,95
1620126000000,26
1620129600000,23
1620133200000,45
1620136800000,32
1620140400000,36
1620144000000,47
1620147600000,42
1620151200000,99
1620154800000,20
1620158400000,4
1620162000000,72
1620165600000,33
1620169200000,36
1620172800000,18
1620176400000,2
1620180000000,35
1620183600000,80
1620187200000,23
1620190800000,99
1620194400000,90
1620198000000,51
1620201600000,76
1620205200000,54
1620208800000,52
1620212400000,48
1620216000000,74
1620219600000,28
1620223200000,23
1620226800000,80
1620230400000,95
1620234000000,88
1620237600000,23
1620241200000,35
1620244800000,45
1620248400000,82
1620252000000,58
1620255600000,64
1620259200000,55
1620262800000,63
1620266400000,93
1620270000000,8
1620273600000,66
1620277200000,17
1620280800000,75
1620284400000,81
1620288000000,17
1620291600000,1
1620295200000,27
1620298800000,5
1620302400000,58
1620306000000,5
1620309600000,98
1620313200000,25
1620316800000,10
1620320400000,49
1620324000000,10
1620327600000,53
1620331200000,88
1620334800000,67
1620338400000,64
1620342000000,51
1620345600000,25
1620349200000,38
1620352800000,71
1620356400000,75
1620360000000,23
1620363600000,68
1620367200000,95
1620370800000,21
1620374400000,32
1620378000000,8
1620381600000,6
1620385200000,24
1620388800000,19
1620392400000,79
1620396000000,87
1620399600000,29
1620403200000,38
1620406800000,21
1620410400000,54
1620414000000,59
1620417600000,55
