date,consumption
1619845200000,84
1619848800000,36
1619852400000,45
1619856000000,11
1619859600000,32
1619863200000,86
1619866800000,76
1619870400000,97
1619874000000,90
1619877600000,8
1619881200000,59
1619884800000,69
1619888400000,6
1619892000000,32
1619895600000,8
1619899200000,54
1619902800000,23
1619906400000,26
1619910000000,77
1619913600000,29
1619917200000,61
1619920800000,58
1619924400000,32
1619928000000,94
1619931600000,10
1619935200000,7
1619938800000,37
1619942400000,7
1619946000000,79
1619949600000,86
1619953200000,46
1619956800000,79
1619960400000,56
1619964000000,82
1619967600000,5
1619971200000,33
1619974800000,28
1619978400000,40
1619982000000,41
1619985600000,86
1619989200000,78
1619992800000,19
1619996400000,20
1620000000000,80
1620003600000,63
1620007200000,39
1620010800000,36
1620014400000,88
1620018000000,52
1620021600000,48
1620025200000,61
1620028800000,65
1620032400000,62
1620036000000,61
1620039600000,24
1620043200000,83
1620046800000,23
1620050400000,15
1620054000000,78
1620057600000,29
1620061200000,97
1620064800000,8
1620068400000,20
1620072000000,56
1620075600000,32
1620079200000,71
1620082800000,31
1620086400000,91
1620090000000,69
1620093600000,19
1620097200000,43
1620100800000,73
1620104400000,46
1620108000000,30
1620111600000,73
1620115200000,47
1620118800000,26
1620122400000,4
1620126000000,10
1620129600000,82
1620133200000,53
1620136800000,60
1620140400000,29
1620144000000,26
1620147600000,72
1620151200000,71
1620154800000,73
1620158400000,60
1620162000000,95
1620165600000,77
1620169200000,41
1620172800000,10
1620176400000,7
1620180000000,99
1620183600000,11
1620187200000,37
1620190800000,52
1620194400000,6
1620198000000,75
1620201600000,56
1620205200000,27
1620208800000,29
1620212400000,39
1620216000000,30
1620219600000,7
1620223200000,39
1620226800000,100
1620230400000,61
1620234000000,95
1620237600000,38
1620241200000,31
1620244800000,40
1620248400000,29
1620252000000,24
1620255600000,81
1620259200000,25
1620262800000,54
1620266400000,46
1620270000000,21
1620273600000,47
1620277200000,94
1620280800000,2
1620284400000,67
1620288000000,52
1620291600000,24
1620295200000,28
1620298800000,95
1620302400000,6
1620306000000,41
1620309600000,32
1620313200000,82
1620316800000,31
1620320400000,99
1620324000000,12
1620327600000,32
1620331200000,81
1620334800000,100
1620338400000,81
1620342000000,60
1620345600000,41
1620349200000,82
1620352800000,55
1620356400000,34
1620360000000,14
1620363600000,100
1620367200000,53
1620370800000,63
1620374400000,63
1620378000000,70
1620381600000,42
1620385200000,20
1620388800000,29
1620392400000,73
1620396000000,56
1620399600000,26
1620403200000,22
1620406800000,96
1620410400000,81
1620414000000,91
1620417600000,83
1620421200000,64
1620424800000,11
1620428400000,12
1620432000000,76
1620435600000,2
1620439200000,58
1620442800000,52
1620446400000,81
1620450000000,33
1620453600000,34
1620457200000,14
1620460800000,50
1620464400000,13
1620468000000,9
1620471600000,27
1620475200000,75
1620478800000,54
1620482400000,11
1620486000000,65
1620489600000,14
1620493200000,19
1620496800000,72
1620500400000,66
1620504000000,68
1620507600000,12
1620511200000,71
1620514800000,20
1620518400000,86
1620522000000,99
1620525600000,33
1620529200000,41
1620532800000,28
1620536400000,99
1620540000000,71
1620543600000,45
1620547200000,70
1620550800000,65
1620554400000,85
1620558000000,87
1620561600000,5
1620565200000,79
1620568800000,28
1620572400000,60
1620576000000,62
1620579600000,74
1620583200000,49
1620586800000,97
1620590400000,1
1620594000000,12
1620597600000,88
1620601200000,14
1620604800000,67
1620608400000,28
1620612000000,100
1620615600000,31
1620619200000,56
1620622800000,5
1620626400000,36
1620630000000,41
1620633600000,55
1620637200000,3
1620640800000,94
1620644400000,92
1620648000000,2
1620651600000,17
1620655200000,28
1620658800000,77
1620662400000,59
1620666000000,54
1620669600000,53
1620673200000,72
1620676800000,55
1620680400000,47
1620684000000,11
1620687600000,42
1620691200000,31
1620694800000,64
1620698400000,14
1620702000000,81
1620705600000,96
1620709200000,89
1620712800000,65
1620716400000,77
1620720000000,65
1620723600000,41
1620727200000,62
1620730800000,32
1620734400000,42
1620738000000,32
1620741600000,23
1620745200000,89
1620748800000,92
1620752400000,50
1620756000000,11
1620759600000,94
1620763200000,52
1620766800000,36
1620770400000,61
1620774000000,55
1620777600000,75
1620781200000,53
1620784800000,92
1620788400000,39
1620792000000,2
1620795600000,36
1620799200000,14
1620802800000,44
1620806400000,52
1620810000000,72
1620813600000,68
1620817200000,86
1620820800000,84
1620824400000,36
1620828000000,64
1620831600000,37
1620835200000,61
1620838800000,89
1620842400000,56
1620846000000,74
1620849600000,20
1620853200000,35
1620856800000,79
1620860400000,49
1620864000000,9
1620867600000,44
1620871200000,17
1620874800000,51
1620878400000,96
1620882000000,59
1620885600000,50
1620889200000,32
1620892800000,41
1620896400000,99
1620900000000,67
1620903600000,80
1620907200000,26
1620910800000,2
1620914400000,18
1620918000000,33
1620921600000,51
1620925200000,37
1620928800000,14
1620932400000,76
1620936000000,75
1620939600000,72
1620943200000,83
1620946800000,16
1620950400000,66
1620954000000,17
1620957600000,48
1620961200000,51
1620964800000,97
1620968400000,98
1620972000000,38
1620975600000,52
1620979200000,8
1620982800000,100
1620986400000,54
1620990000000,53
1620993600000,27
1620997200000,24
1621000800000,98
1621004400000,73
1621008000000,85
1621011600000,74
1621015200000,18
1621018800000,62
1621022400000,9
1621026000000,57
1621029600000,18
1621033200000,71
1621036800000,20
1621040400000,72
1621044000000,2
1621047600000,34
1621051200000,9
1621054800000,93
1621058400000,88
1621062000000,7
1621065600000,55
1621069200000,2
1621072800000,89
1621076400000,45
1621080000000,13
1621083600000,15
1621087200000,70
1621090800000,59
1621094400000,54
1621098000000,51
1621101600000,54
1621105200000,22
1621108800000,78
1621112400000,55
1621116000000,78
1621119600000,45
1621123200000,40
1621126800000,21
1621130400000,26
1621134000000,98
1621137600000,10
1621141200000,36
1621144800000,57
1621148400000,4
1621152000000,57
1621155600000,58
1621159200000,35
1621162800000,6
1621166400000,25
1621170000000,37
1621173600000,17
1621177200000,27
1621180800000,52
1621184400000,80
1621188000000,49
1621191600000,49
1621195200000,93
1621198800000,7
1621202400000,80
1621206000000,81
1621209600000,41
1621213200000,88
1621216800000,7
1621220400000,28
1621224000000,50
1621227600000,77
1621231200000,25
1621234800000,52
1621238400000,52
1621242000000,97
1621245600000,98
1621249200000,40
1621252800000,25
1621256400000,24
1621260000000,36
1621263600000,70
1621267200000,31
1621270800000,30
1621274400000,45
1621278000000,41
1621281600000,6
1621285200000,74
1621288800000,31
1621292400000,20
1621296000000,96
1621299600000,7
1621303200000,84
1621306800000,15
1621310400000,79
