date,consumption
1622523600000,10.5
1622527200000,10.5
1622530800000,10.5
1622534400000,10.5
1622538000000,10.5
1622541600000,10.5
1622545200000,10.5
1622548800000,10.5
1622552400000,10.5
1622556000000,10.5
1622559600000,10.5
1622563200000,10.5
1622566800000,10.5
1622570400000,10.5
1622574000000,10.5
1622577600000,10.5
1622581200000,10.5
1622584800000,10.5
1622588400000,10.5
1622592000000,10.5
1622595600000,10.5
1622599200000,10.5
1622602800000,10.5
1622606400000,10.5
1622610000000,10.5
1622613600000,10.5
1622617200000,10.5
1622620800000,10.5
1622624400000,10.5
1622628000000,10.5
1622631600000,10.5
1622635200000,10.5
1622638800000,10.5
1622642400000,10.5
1622646000000,10.5
1622649600000,10.5
1622653200000,10.5
1622656800000,10.5
1622660400000,10.5
1622664000000,10.5
1622667600000,10.5
1622671200000,10.5
1622674800000,10.5
1622678400000,10.5
1622682000000,10.5
1622685600000,10.5
1622689200000,10.5
1622692800000,10.5
1622696400000,10.5
1622700000000,10.5
1622703600000,10.5
1622707200000,10.5
1622710800000,10.5
1622714400000,10.5
1622718000000,10.5
1622721600000,10.5
1622725200000,10.5
1622728800000,10.5
1622732400000,10.5
1622736000000,10.5
1622739600000,10.5
1622743200000,10.5
1622746800000,10.5
1622750400000,10.5
1622754000000,10.5
1622757600000,10.5
1622761200000,10.5
1622764800000,10.5
1622768400000,10.5
1622772000000,10.5
1622775600000,10.5
1622779200000,10.5
1622782800000,10.5
1622786400000,10.5
1622790000000,10.5
1622793600000,10.5
1622797200000,10.5
1622800800000,10.5
1622804400000,10.5
1622808000000,10.5
1622811600000,10.5
1622815200000,10.5
1622818800000,10.5
1622822400000,10.5
1622826000000,10.5
1622829600000,10.5
1622833200000,10.5
1622836800000,10.5
1622840400000,10.5
1622844000000,10.5
1622847600000,10.5
1622851200000,10.5
1622854800000,10.5
1622858400000,10.5
1622862000000,10.5
1622865600000,10.5
1622869200000,10.5
1622872800000,10.5
1622876400000,10.5
1622880000000,10.5
1622883600000,10.5
1622887200000,10.5
1622890800000,10.5
1622894400000,10.5
1622898000000,10.5
1622901600000,10.5
1622905200000,10.5
1622908800000,10.5
1622912400000,10.5
1622916000000,10.5
1622919600000,10.5
1622923200000,10.5
1622926800000,10.5
1622930400000,10.5
1622934000000,10.5
1622937600000,10.5
1622941200000,10.5
1622944800000,10.5
1622948400000,10.5
1622952000000,10.5
1622955600000,10.5
1622959200000,10.5
1622962800000,10.5
1622966400000,10.5
1622970000000,10.5
1622973600000,10.5
1622977200000,10.5
1622980800000,10.5
1622984400000,10.5
1622988000000,10.5
1622991600000,10.5
1622995200000,10.5
1622998800000,10.5
1623002400000,10.5
1623006000000,10.5
1623009600000,10.5
1623013200000,10.5
1623016800000,10.5
1623020400000,10.5
1623024000000,10.5
1623027600000,10.5
1623031200000,10.5
1623034800000,10.5
1623038400000,10.5
1623042000000,10.5
1623045600000,10.5
1623049200000,10.5
1623052800000,10.5
1623056400000,10.5
1623060000000,10.5
