date,consumption
1619845200000,12
1619848800000,36
1619852400000,83
1619856000000,36
1619859600000,99
1619863200000,52
1619866800000,46
1619870400000,79
1619874000000,74
1619877600000,23
1619881200000,3
1619884800000,68
1619888400000,24
1619892000000,9
1619895600000,31
1619899200000,73
1619902800000,65
1619906400000,79
1619910000000,36
1619913600000,63
1619917200000,24
1619920800000,36
1619924400000,18
1619928000000,61
1619931600000,26
1619935200000,48
1619938800000,25
1619942400000,8
1619946000000,35
1619949600000,4
1619953200000,69
1619956800000,42
1619960400000,28
1619964000000,35
1619967600000,83
1619971200000,71
1619974800000,19
1619978400000,23
1619982000000,52
1619985600000,5
1619989200000,49
1619992800000,54
1619996400000,27
1620000000000,73
1620003600000,10
1620007200000,79
1620010800000,26
1620014400000,76
1620018000000,6
1620021600000,77
1620025200000,97
1620028800000,32
1620032400000,6
1620036000000,10
1620039600000,92
1620043200000,12
1620046800000,56
1620050400000,10
1620054000000,87
1620057600000,75
1620061200000,20
1620064800000,96
1620068400000,71
1620072000000,55
1620075600000,25
1620079200000,57
1620082800000,94
1620086400000,100
1620090000000,75
1620093600000,58
1620097200000,90
1620100800000,31
1620104400000,75
1620108000000,17
1620111600000,30
1620115200000,23
1620118800000,66
1620122400000,63
1620126000000,80
1620129600000,81
1620133200000,20
1620136800000,49
1620140400000,98
1620144000000,11
1620147600000,51
1620151200000,98
1620154800000,39
1620158400000,12
1620162000000,27
1620165600000,67
1620169200000,25
1620172800000,68
1620176400000,46
1620180000000,29
1620183600000,11
1620187200000,1
1620190800000,36
1620194400000,78
1620198000000,36
1620201600000,17
1620205200000,76
1620208800000,92
1620212400000,8
1620216000000,68
1620219600000,40
1620223200000,55
1620226800000,29
1620230400000,99
1620234000000,99
1620237600000,72
1620241200000,50
1620244800000,63
1620248400000,15
1620252000000,6
1620255600000,26
1620259200000,64
1620262800000,72
1620266400000,26
1620270000000,44
1620273600000,77
1620277200000,5
1620280800000,13
1620284400000,91
1620288000000,89
1620291600000,20
1620295200000,30
1620298800000,19
1620302400000,60
1620306000000,27
1620309600000,25
1620313200000,34
1620316800000,81
1620320400000,92
1620324000000,55
1620327600000,63
1620331200000,8
1620334800000,75
1620338400000,44
1620342000000,14
1620345600000,44
1620349200000,15
1620352800000,4
1620356400000,64
1620360000000,82
1620363600000,25
1620367200000,96
1620370800000,74
1620374400000,19
1620378000000,78
1620381600000,56
1620385200000,53
1620388800000,76
1620392400000,94
1620396000000,54
1620399600000,56
1620403200000,38
1620406800000,54
1620410400000,79
1620414000000,14
1620417600000,91
1620421200000,7
1620424800000,18
1620428400000,42
1620432000000,12
1620435600000,77
1620439200000,90
1620442800000,25
1620446400000,70
1620450000000,22
1620453600000,49
1620457200000,37
1620460800000,88
1620464400000,58
1620468000000,46
1620471600000,84
1620475200000,90
1620478800000,27
1620482400000,2
1620486000000,44
1620489600000,85
1620493200000,8
1620496800000,26
1620500400000,81
1620504000000,45
1620507600000,75
1620511200000,69
1620514800000,80
1620518400000,43
1620522000000,5
1620525600000,26
1620529200000,85
1620532800000,30
1620536400000,58
1620540000000,79
1620543600000,89
1620547200000,65
1620550800000,23
1620554400000,41
1620558000000,43
1620561600000,86
1620565200000,19
1620568800000,5
1620572400000,79
1620576000000,81
1620579600000,90
1620583200000,23
1620586800000,58
1620590400000,78
1620594000000,70
1620597600000,91
1620601200000,81
1620604800000,90
1620608400000,34
1620612000000,13
1620615600000,81
1620619200000,40
1620622800000,8
1620626400000,69
1620630000000,96
1620633600000,43
1620637200000,83
1620640800000,87
1620644400000,100
1620648000000,5
1620651600000,11
1620655200000,47
1620658800000,46
1620662400000,51
1620666000000,7
1620669600000,22
1620673200000,93
1620676800000,53
1620680400000,31
1620684000000,31
1620687600000,68
1620691200000,21
1620694800000,20
1620698400000,6
1620702000000,12
1620705600000,97
1620709200000,6
1620712800000,4
1620716400000,53
1620720000000,53
1620723600000,55
1620727200000,64
1620730800000,25
1620734400000,17
1620738000000,83
1620741600000,82
1620745200000,86
1620748800000,92
1620752400000,97
1620756000000,5
1620759600000,95
1620763200000,41
1620766800000,37
1620770400000,59
1620774000000,58
1620777600000,49
1620781200000,67
1620784800000,54
1620788400000,67
1620792000000,34
1620795600000,32
1620799200000,94
1620802800000,92
1620806400000,86
1620810000000,83
1620813600000,72
1620817200000,84
1620820800000,60
1620824400000,90
1620828000000,29
1620831600000,22
1620835200000,47
1620838800000,43
1620842400000,31
1620846000000,69
1620849600000,43
1620853200000,75
1620856800000,73
1620860400000,66
1620864000000,17
1620867600000,8
1620871200000,54
1620874800000,35
1620878400000,100
1620882000000,15
1620885600000,82
1620889200000,8
1620892800000,88
1620896400000,71
1620900000000,54
1620903600000,98
1620907200000,42
1620910800000,48
1620914400000,65
1620918000000,70
1620921600000,53
1620925200000,30
1620928800000,78
1620932400000,90
1620936000000,57
1620939600000,97
1620943200000,65
1620946800000,30
1620950400000,26
1620954000000,55
1620957600000,16
1620961200000,34
1620964800000,68
