date,consumption
1619845200000,66
1619848800000,85
1619852400000,39
1619856000000,31
1619859600000,35
1619863200000,4
1619866800000,98
1619870400000,50
1619874000000,53
1619877600000,75
1619881200000,45
1619884800000,82
1619888400000,7
1619892000000,42
1619895600000,46
1619899200000,58
1619902800000,24
1619906400000,51
1619910000000,28
1619913600000,33
1619917200000,40
1619920800000,71
1619924400000,63
1619928000000,20
1619931600000,71
1619935200000,52
1619938800000,95
1619942400000,24
1619946000000,60
1619949600000,81
1619953200000,19
1619956800000,78
1619960400000,58
1619964000000,33
1619967600000,30
1619971200000,16
1619974800000,84
1619978400000,100
1619982000000,97
1619985600000,99
1619989200000,57
1619992800000,13
1619996400000,45
1620000000000,99
1620003600000,45
1620007200000,28
1620010800000,88
1620014400000,44
1620018000000,41
1620021600000,18
1620025200000,35
1620028800000,73
1620032400000,92
1620036000000,99
1620039600000,78
1620043200000,58
1620046800000,55
1620050400000,42
1620054000000,51
1620057600000,78
1620061200000,53
1620064800000,84
1620068400000,13
1620072000000,17
1620075600000,57
1620079200000,93
1620082800000,29
1620086400000,23
1620090000000,19
1620093600000,58
1620097200000,86
1620100800000,94
1620104400000,40
1620108000000,66
1620111600000,72
1620115200000,42
1620118800000,39
1620122400000,48
1620126000000,32
1620129600000,43
1620133200000,73
1620136800000,53
1620140400000,57
1620144000000,17
1620147600000,84
1620151200000,79
1620154800000,66
1620158400000,3
1620162000000,34
1620165600000,27
1620169200000,73
1620172800000,68
1620176400000,100
1620180000000,60
1620183600000,45
1620187200000,49
1620190800000,51
1620194400000,26
1620198000000,33
1620201600000,8
1620205200000,98
1620208800000,25
1620212400000,28
1620216000000,80
1620219600000,52
1620223200000,45
1620226800000,27
1620230400000,94
1620234000000,60
1620237600000,33
1620241200000,18
1620244800000,84
1620248400000,37
1620252000000,86
1620255600000,84
1620259200000,59
1620262800000,89
1620266400000,40
1620270000000,13
1620273600000,75
1620277200000,14
1620280800000,10
1620284400000,29
1620288000000,97
1620291600000,40
1620295200000,1
1620298800000,71
1620302400000,79
1620306000000,55
1620309600000,65
1620313200000,72
1620316800000,36
1620320400000,25
1620324000000,34
1620327600000,4
1620331200000,50
1620334800000,25
1620338400000,30
1620342000000,88
1620345600000,51
1620349200000,55
1620352800000,88
1620356400000,66
1620360000000,46
1620363600000,7
1620367200000,21
1620370800000,61
1620374400000,78
1620378000000,54
1620381600000,23
1620385200000,62
1620388800000,28
1620392400000,68
1620396000000,80
1620399600000,93
1620403200000,33
1620406800000,54
1620410400000,82
1620414000000,85
1620417600000,82
1620421200000,39
1620424800000,50
1620428400000,20
1620432000000,60
1620435600000,82
1620439200000,57
1620442800000,41
1620446400000,3
1620450000000,7
1620453600000,75
1620457200000,7
1620460800000,10
